"old_path","file_role","scientific_owner","active_status","tracked","baseline_manifest_member","destination_repo","proposed_new_path","rationale"
"99_audits/publication_hardening/12_manuscript_phase2_reviews.R","AUDIT","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","audits/publication_hardening/12_manuscript_phase2_reviews.R","provenance / robustness audit, not an analysis entrypoint"
"99_deprecated/01_MapThatProt.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/01_MapThatProt.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/01_WGCNA.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/01_WGCNA.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/02_WGCNAtraitpreservation.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/02_WGCNAtraitpreservation.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/03_MapThatProt_batch_WGCNAtoClusterProfiler.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/03_MapThatProt_batch_WGCNAtoClusterProfiler.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/04_pcaPlot_v2.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/04_pcaPlot_v2.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/05_pcaPlot_v3.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/05_pcaPlot_v3.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/90_module_score_v0.0.1.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/90_module_score_v0.0.1.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/README.md","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/README.md","pre-pipeline script superseded by the numbered stages"
"99_deprecated/clusterProfiler_jan2026.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/clusterProfiler_jan2026.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/clusterProfiler_newest_Sep16.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/clusterProfiler_newest_Sep16.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/clusterProfiler_newest_Sep16_CONSOLIDATION_SUMMARY.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/clusterProfiler_newest_Sep16_CONSOLIDATION_SUMMARY.r","pre-pipeline script superseded by the numbered stages"
"99_deprecated/compareGO_v2.r","LEGACY_SUPERSEDED","proteomics","SUPERSEDED_PROVENANCE",TRUE,FALSE,"pRoteomics","archive/deprecated/compareGO_v2.r","pre-pipeline script superseded by the numbered stages"
"R/README.md","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/README.md","reusable scientific function library, domain=utilities"
"R/animal_id_contract.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/animal_id_contract.R","reusable scientific function library, domain=data_contracts"
"R/animal_spatial_network_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/networks/animal_spatial_network_utils.R","reusable scientific function library, domain=networks"
"R/ca2_slm_robustness_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/spatial/ca2_slm_robustness_utils.R","reusable scientific function library, domain=spatial"
"R/candidate_figure_panels.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/candidate_figure_panels.R","figure panel implementation library reached only from figure renderers"
"R/candidate_figure_utils.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/candidate_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/clusterprofiler_reproducibility.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/clusterprofiler_reproducibility.R","reusable scientific function library, domain=enrichment"
"R/compartment_abundance_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/qc/compartment_abundance_utils.R","reusable scientific function library, domain=qc"
"R/control_compartment_abundance_rendering.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/qc/control_compartment_abundance_rendering.R","reusable scientific function library, domain=qc"
"R/control_compartment_abundance_workflow_v2.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/qc/control_compartment_abundance_workflow_v2.R","reusable scientific function library, domain=qc"
"R/control_spatial_identity_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/spatial/control_spatial_identity_utils.R","reusable scientific function library, domain=spatial"
"R/dataset_config.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/dataset_config.R","reusable scientific function library, domain=data_contracts"
"R/dataset_inputs.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/dataset_inputs.R","reusable scientific function library, domain=data_contracts"
"R/editorial_v8_ed_panels.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/editorial_v8_ed_panels.R","figure panel implementation library reached only from figure renderers"
"R/editorial_v8_export.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/editorial_v8_export.R","figure panel implementation library reached only from figure renderers"
"R/editorial_v8_fidelity_panels.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/editorial_v8_fidelity_panels.R","figure panel implementation library reached only from figure renderers"
"R/editorial_v8_figure_utils.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/editorial_v8_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/editorial_v8_panels.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/editorial_v8_panels.R","figure panel implementation library reached only from figure renderers"
"R/empirical_roi_marker_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/qc/empirical_roi_marker_utils.R","reusable scientific function library, domain=qc"
"R/enrichment_io.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/enrichment_io.R","reusable scientific function library, domain=enrichment"
"R/enrichment_plots.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/enrichment_plots.R","reusable scientific function library, domain=enrichment"
"R/ewce_contract_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/ewce_contract_utils.R","reusable scientific function library, domain=enrichment"
"R/ewce_gene_set_engine.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/ewce_gene_set_engine.R","reusable scientific function library, domain=enrichment"
"R/export_helpers.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/export_helpers.R","reusable scientific function library, domain=utilities"
"R/final_evidence_bundle_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/final_evidence_bundle_utils.R","reusable scientific function library, domain=statistics"
"R/final_truth_v9_ed_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/final_truth_v9_ed_panels.R","figure panel implementation library reached only from figure renderers"
"R/final_truth_v9_fidelity_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/final_truth_v9_fidelity_panels.R","figure panel implementation library reached only from figure renderers"
"R/final_truth_v9_figure_utils.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/final_truth_v9_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/final_truth_v9_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/final_truth_v9_panels.R","figure panel implementation library reached only from figure renderers"
"R/gsea_wgcna_concordance_diagnostic_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/gsea_wgcna_concordance_diagnostic_utils.R","reusable scientific function library, domain=enrichment"
"R/gsea_wgcna_concordance_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/gsea_wgcna_concordance_utils.R","reusable scientific function library, domain=enrichment"
"R/integration_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/integration_utils.R","reusable scientific function library, domain=statistics"
"R/joint_compartment_qc_plotting.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/qc/joint_compartment_qc_plotting.R","reusable scientific function library, domain=qc"
"R/joint_compartment_qc_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/qc/joint_compartment_qc_utils.R","reusable scientific function library, domain=qc"
"R/manuscript_figure3_utils.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/manuscript_figure3_utils.R","figure panel implementation library reached only from figure renderers"
"R/manuscript_figure_utils.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/manuscript_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/manuscript_go_theme_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/manuscript_go_theme_utils.R","reusable scientific function library, domain=enrichment"
"R/mapping_branch_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/mapping_branch_utils.R","reusable scientific function library, domain=data_contracts"
"R/microglia_targeted_signature_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/microglia_targeted_signature_utils.R","reusable scientific function library, domain=enrichment"
"R/module_contracts.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/module_contracts.R","reusable scientific function library, domain=data_contracts"
"R/module_stats.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/module_stats.R","reusable scientific function library, domain=statistics"
"R/nature_final_v7_ed_panels.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/nature_final_v7_ed_panels.R","figure panel implementation library reached only from figure renderers"
"R/nature_final_v7_figure3_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/nature_final_v7_figure3_panels.R","figure panel implementation library reached only from figure renderers"
"R/nature_final_v7_figure_utils.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/nature_final_v7_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/nature_final_v7_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/nature_final_v7_panels.R","figure panel implementation library reached only from figure renderers"
"R/nature_v2_figure_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/nature_v2_figure_panels.R","figure panel implementation library reached only from figure renderers"
"R/nature_v2_figure_utils.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/nature_v2_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/null_coalescing.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/null_coalescing.R","reusable scientific function library, domain=utilities"
"R/output_namespace_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/output_namespace_utils.R","reusable scientific function library, domain=utilities"
"R/paths.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/paths.R","reusable scientific function library, domain=utilities"
"R/pipeline_registry.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/pipeline_registry.R","reusable scientific function library, domain=utilities"
"R/plotting_nature.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/plotting_nature.R","reusable scientific function library, domain=utilities"
"R/pride_helpers.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/pride_helpers.R","reusable scientific function library, domain=statistics"
"R/protein_group_enrichment_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/enrichment/protein_group_enrichment_utils.R","reusable scientific function library, domain=enrichment"
"R/protein_mapping_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/protein_mapping_utils.R","reusable scientific function library, domain=data_contracts"
"R/protigy_input_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/protigy_input_utils.R","reusable scientific function library, domain=data_contracts"
"R/protigy_stat_gct_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/protigy_stat_gct_utils.R","reusable scientific function library, domain=data_contracts"
"R/publication_freeze_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/publication_freeze_utils.R","reusable scientific function library, domain=data_contracts"
"R/qc_exploration_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/qc/qc_exploration_utils.R","reusable scientific function library, domain=qc"
"R/renv_lock_audit.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/renv_lock_audit.R","reusable scientific function library, domain=utilities"
"R/schema_validation.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/schema_validation.R","reusable scientific function library, domain=utilities"
"R/script_runtime.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/script_runtime.R","reusable scientific function library, domain=utilities"
"R/spatial_atlas_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/spatial/spatial_atlas_utils.R","reusable scientific function library, domain=spatial"
"R/spatial_grammar_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/spatial/spatial_grammar_utils.R","reusable scientific function library, domain=spatial"
"R/spatial_network_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/networks/spatial_network_utils.R","reusable scientific function library, domain=networks"
"R/spatial_systems_bilateral_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/spatial/spatial_systems_bilateral_utils.R","reusable scientific function library, domain=spatial"
"R/spatial_systems_data_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/spatial_systems_data_utils.R","reusable scientific function library, domain=data_contracts"
"R/spatial_systems_endpoint_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/spatial_systems_endpoint_utils.R","reusable scientific function library, domain=data_contracts"
"R/spatial_systems_evidence_registry.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/data_contracts/spatial_systems_evidence_registry.R","reusable scientific function library, domain=data_contracts"
"R/spatial_v6_ed_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/spatial_v6_ed_panels.R","figure panel implementation library reached only from figure renderers"
"R/spatial_v6_figure3_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/spatial_v6_figure3_panels.R","figure panel implementation library reached only from figure renderers"
"R/spatial_v6_figure_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/spatial_v6_figure_panels.R","figure panel implementation library reached only from figure renderers"
"R/spatial_v6_figure_utils.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/spatial_v6_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/spatial_v6_schematic.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/spatial_v6_schematic.R","figure panel implementation library reached only from figure renderers"
"R/spatial_v6_wgcna_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/spatial_v6_wgcna_panels.R","figure panel implementation library reached only from figure renderers"
"R/story_v3_figure_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/story_v3_figure_panels.R","figure panel implementation library reached only from figure renderers"
"R/story_v3_figure_utils.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/story_v3_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/story_v4_figure_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/story_v4_figure_panels.R","figure panel implementation library reached only from figure renderers"
"R/story_v4_figure_utils.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/story_v4_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/story_v5_figure_panels.R","MANUSCRIPT_RENDERER","publication","ACTIVE_SUPPORT",TRUE,FALSE,"Exp9_manuscript","R/panels/story_v5_figure_panels.R","figure panel implementation library reached only from figure renderers"
"R/story_v5_figure_utils.R","MANUSCRIPT_RENDERER","publication","SUPERSEDED_PROVENANCE",TRUE,FALSE,"Exp9_manuscript","R/panels/story_v5_figure_utils.R","figure panel implementation library reached only from figure renderers"
"R/stress_response_biological_audit_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/stress_response_biological_audit_utils.R","reusable scientific function library, domain=statistics"
"R/sus_res_biological_audit_workbook.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/sus_res_biological_audit_workbook.R","reusable scientific function library, domain=statistics"
"R/sus_res_spatial_dap_atlas_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/sus_res_spatial_dap_atlas_utils.R","reusable scientific function library, domain=statistics"
"R/validation_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/validation_utils.R","reusable scientific function library, domain=utilities"
"R/wgcna_candidate_protein_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_candidate_protein_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_claim_readiness_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_claim_readiness_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_downstream_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_downstream_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_go_comparison_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_go_comparison_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_group_effect_consumer_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_group_effect_consumer_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_group_effects_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_group_effects_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_identity_contract_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_identity_contract_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_label_activation_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_label_activation_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_label_adjudication_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_label_adjudication_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_label_coherence_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_label_coherence_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_labeling_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_labeling_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_network_position_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/networks/wgcna_network_position_utils.R","reusable scientific function library, domain=networks"
"R/wgcna_reviewed_label_registry.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_reviewed_label_registry.R","reusable scientific function library, domain=statistics"
"R/wgcna_stage07_semantic_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_stage07_semantic_utils.R","reusable scientific function library, domain=statistics"
"R/wgcna_support_status_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/statistics/wgcna_support_status_utils.R","reusable scientific function library, domain=statistics"
"R/xlsx_package_utils.R","REUSABLE_FUNCTION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","R/utilities/xlsx_package_utils.R","reusable scientific function library, domain=utilities"
"README.md","DOCUMENTATION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","README.md","repository-root documentation"
"RUN_ORDER.md","DOCUMENTATION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","RUN_ORDER.md","repository-root documentation"
"WORKFLOW.md","DOCUMENTATION","proteomics","ACTIVE_SUPPORT",TRUE,FALSE,"pRoteomics","WORKFLOW.md","repository-root documentation"
"config/animal_id_aliases.csv","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/animal_id_aliases.csv","frozen scientific configuration contract"
"config/clusterProfiler_config.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,TRUE,"pRoteomics","config/clusterProfiler_config.yml","frozen scientific configuration contract"
"config/compareGO_config.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/compareGO_config.yml","frozen scientific configuration contract"
"config/example_config.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/example_config.yml","frozen scientific configuration contract"
"config/gsea_wgcna_program_module_mapping.csv","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/gsea_wgcna_program_module_mapping.csv","frozen scientific configuration contract"
"config/gsea_wgcna_theme_module_mapping.csv","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/gsea_wgcna_theme_module_mapping.csv","frozen scientific configuration contract"
"config/manuscript_go_theme_registry.tsv","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/manuscript_go_theme_registry.tsv","frozen scientific configuration contract"
"config/manuscript_go_theme_registry_v3_candidate.tsv","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/manuscript_go_theme_registry_v3_candidate.tsv","frozen scientific configuration contract"
"config/manuscript_palette.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,TRUE,"pRoteomics","config/manuscript_palette.yml","frozen scientific configuration contract"
"config/manuscript_spatial_order.yml","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,TRUE,"pRoteomics","config/manuscript_spatial_order.yml","frozen scientific configuration contract"
"config/marker_panels/compartment_fidelity_marker_sets.csv","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/marker_panels/compartment_fidelity_marker_sets.csv","frozen scientific configuration contract"
"config/marker_panels/control_compartment_publication_labels.csv","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/marker_panels/control_compartment_publication_labels.csv","frozen scientific configuration contract"
"config/marker_panels/microenvironment_marker_panels.csv","ANALYSIS_CONFIG","proteomics","ACTIVE_CANONICAL",TRUE,FALSE,"pRoteomics","config/marker_panels/microenvironment_marker_panels.csv","frozen scientific configuration contract"
